claim_id,season,plan_name,event_type,plan_base_premium,plan_max_payout,gps_zone_match,claim_velocity_7d,historical_zone_presence,time_since_event_seconds,platform_activity_during_event,claimed_amount,claimed_amount_ratio,prior_rejections_90d,is_fraud
CLM_02988,summer,standard,Platform Outage,79.0,2000.0,1,0,0.9472,2547,0.4806,949.29,0.4746,0,0
CLM_01601,monsoon,premium,Poor AQI,99.0,3500.0,1,0,0.8684,6889,0.9002,2262.96,0.6466,1,0
CLM_03875,winter,basic,Heavy Rain,49.0,1000.0,1,1,0.9117,480,0.7404,256.54,0.2565,1,0
CLM_04694,monsoon,standard,Heavy Rain,79.0,2000.0,0,5,0.0519,176,0.4587,1923.87,0.9619,0,1
CLM_00480,summer,standard,Poor AQI,79.0,2000.0,1,1,0.9483,24980,0.7186,1237.25,0.6186,0,0
CLM_02825,winter,nano,Platform Outage,25.0,500.0,1,1,0.8506,3304,0.7624,330.46,0.6609,1,0
CLM_04329,monsoon,standard,Heavy Rain,79.0,2000.0,1,3,0.658,9168,0.6799,688.1,0.3441,0,0
CLM_03540,monsoon,standard,Poor AQI,79.0,2000.0,1,0,0.7765,14300,0.5875,1120.0,0.56,0,0
CLM_04638,summer,standard,Poor AQI,79.0,2000.0,0,4,0.0673,120,0.3181,1765.63,0.8828,1,1
CLM_03046,winter,standard,Heavy Rain,79.0,2000.0,1,2,0.6908,3268,0.7494,705.84,0.3529,0,0
CLM_03990,monsoon,premium,Poor AQI,99.0,3500.0,1,0,0.6632,14175,0.8837,2239.08,0.6397,0,0
CLM_01766,monsoon,nano,Heavy Rain,25.0,500.0,1,3,0.5742,14455,0.9056,282.76,0.5655,1,0
CLM_04473,summer,nano,Platform Outage,25.0,500.0,1,2,0.785,7835,0.8415,337.09,0.6742,0,0
CLM_02453,summer,nano,Platform Outage,25.0,500.0,1,0,0.8521,2328,0.54,274.72,0.5494,0,0
CLM_02877,monsoon,nano,Heavy Rain,25.0,500.0,1,1,0.5636,13266,0.4907,136.94,0.2739,0,0
CLM_03815,monsoon,basic,Platform Outage,49.0,1000.0,1,0,0.8555,10484,0.3733,598.06,0.5981,0,0
CLM_04016,festival,standard,Poor AQI,79.0,2000.0,1,0,0.8077,2806,0.9119,506.28,0.2531,0,0
CLM_04677,winter,nano,Platform Outage,25.0,500.0,1,2,0.3231,20,0.0169,395.91,0.7918,5,1
CLM_03679,monsoon,standard,Heavy Rain,79.0,2000.0,1,1,0.8139,15555,0.621,1293.1,0.6465,0,0
CLM_01271,winter,basic,Platform Outage,49.0,1000.0,1,0,0.7127,3239,0.9282,647.56,0.6476,0,0
CLM_03077,monsoon,nano,Heavy Rain,25.0,500.0,1,1,0.8599,35009,0.7487,131.98,0.264,0,0
CLM_04501,monsoon,standard,Heavy Rain,79.0,2000.0,0,3,0.0967,119,0.0099,1699.71,0.8499,4,1
CLM_03094,monsoon,premium,Heavy Rain,99.0,3500.0,1,0,0.5874,35726,0.8067,2013.49,0.5753,0,0
CLM_04653,monsoon,basic,Heavy Rain,49.0,1000.0,0,6,0.2735,140,0.3731,911.83,0.9118,3,1
CLM_00347,festival,nano,Platform Outage,25.0,500.0,1,0,0.6125,28653,0.2815,172.71,0.3454,1,0
CLM_03881,summer,nano,Platform Outage,25.0,500.0,1,1,0.7172,1114,0.6823,167.58,0.3352,0,0
CLM_04623,winter,standard,Heatwave,79.0,2000.0,0,2,0.0172,347,0.0691,1696.61,0.8483,1,1
CLM_02562,festival,nano,Heavy Rain,25.0,500.0,1,1,0.83,18398,0.7749,148.83,0.2977,2,0
CLM_04590,festival,basic,Heavy Rain,49.0,1000.0,0,9,0.1479,76,0.1253,831.17,0.8312,2,1
CLM_01423,summer,basic,Heatwave,49.0,1000.0,1,2,0.7905,3749,0.2952,468.07,0.4681,0,0
CLM_00656,monsoon,nano,Heavy Rain,25.0,500.0,1,1,0.7438,3048,0.5096,132.73,0.2655,0,0
CLM_02102,festival,basic,Poor AQI,49.0,1000.0,1,0,0.5932,4944,0.3482,232.69,0.2327,0,0
CLM_00632,summer,basic,Platform Outage,49.0,1000.0,1,1,0.8915,10028,0.6216,245.18,0.2452,0,0
CLM_02892,winter,nano,Heavy Rain,25.0,500.0,1,1,0.8737,3258,0.6263,139.64,0.2793,0,0
CLM_02493,festival,premium,Heavy Rain,99.0,3500.0,1,0,0.9058,6750,0.6,727.83,0.208,0,0
CLM_02665,summer,standard,Heatwave,79.0,2000.0,1,1,0.7133,4413,0.8751,516.28,0.2581,0,0
CLM_04015,summer,premium,Heatwave,99.0,3500.0,1,1,0.8539,480,0.7152,834.97,0.2386,1,0
CLM_03662,monsoon,standard,Heavy Rain,79.0,2000.0,1,0,0.57,4861,0.1854,659.64,0.3298,0,0
CLM_03307,festival,basic,Platform Outage,49.0,1000.0,0,0,0.9305,10815,0.7924,202.4,0.2024,0,0
CLM_03096,monsoon,premium,Platform Outage,99.0,3500.0,1,0,0.6954,11774,0.9293,899.7,0.2571,0,0
CLM_03919,winter,standard,Platform Outage,79.0,2000.0,0,1,0.7558,7334,0.598,1358.76,0.6794,0,0
CLM_02500,monsoon,basic,Poor AQI,49.0,1000.0,1,0,0.7718,13915,0.6708,260.55,0.2606,0,0
CLM_01465,festival,nano,Platform Outage,25.0,500.0,0,0,0.5188,29310,0.8235,203.69,0.4074,0,0
CLM_02833,festival,basic,Platform Outage,49.0,1000.0,1,1,0.9941,13437,0.7241,665.15,0.6652,0,0
CLM_00115,summer,nano,Platform Outage,25.0,500.0,1,1,0.7392,9975,0.8838,130.62,0.2612,0,0
CLM_01821,winter,basic,Heatwave,49.0,1000.0,1,0,0.8076,3975,0.5962,222.84,0.2228,0,0
CLM_01494,summer,basic,Heatwave,49.0,1000.0,1,0,0.8378,9484,0.8231,301.33,0.3013,0,0
CLM_02401,summer,nano,Platform Outage,25.0,500.0,1,0,0.8988,897,0.7877,283.72,0.5674,1,0
CLM_01232,winter,basic,Poor AQI,49.0,1000.0,1,1,0.9424,23920,0.4931,384.84,0.3848,0,0
CLM_02661,festival,nano,Platform Outage,25.0,500.0,1,3,0.8011,14371,0.908,188.44,0.3769,0,0
CLM_04100,summer,basic,Heatwave,49.0,1000.0,1,1,0.8139,27749,0.6238,480.46,0.4805,1,0
CLM_04573,festival,basic,Platform Outage,49.0,1000.0,1,9,0.0958,20,0.0017,761.85,0.7619,1,1
CLM_01153,winter,premium,Heatwave,99.0,3500.0,1,0,0.7569,480,0.8779,960.89,0.2745,0,0
CLM_03848,summer,basic,Poor AQI,49.0,1000.0,1,0,0.8439,13317,0.8618,492.79,0.4928,0,0
CLM_00057,monsoon,premium,Poor AQI,99.0,3500.0,1,2,0.754,6623,0.3451,1314.56,0.3756,0,0
CLM_04104,monsoon,basic,Heavy Rain,49.0,1000.0,1,1,0.5694,9736,0.2495,303.26,0.3033,1,0
CLM_04288,monsoon,standard,Heavy Rain,79.0,2000.0,1,0,0.6876,3209,0.5431,579.34,0.2897,0,0
CLM_04945,winter,premium,Poor AQI,99.0,3500.0,0,4,0.0251,237,0.3147,3063.73,0.8754,3,1
CLM_01735,summer,basic,Platform Outage,49.0,1000.0,1,1,0.8714,7447,0.8824,342.62,0.3426,0,0
CLM_02196,summer,basic,Heatwave,49.0,1000.0,1,4,0.736,27307,0.8478,560.59,0.5606,2,0
CLM_03553,winter,premium,Poor AQI,99.0,3500.0,1,1,0.8458,8917,0.5516,1355.04,0.3872,1,0
CLM_02475,summer,basic,Heatwave,49.0,1000.0,1,0,0.6111,4143,0.2515,517.72,0.5177,0,0
CLM_02564,festival,nano,Platform Outage,25.0,500.0,1,0,0.8573,5815,0.7481,196.52,0.393,1,0
CLM_03158,festival,nano,Platform Outage,25.0,500.0,1,1,0.5252,675,0.7739,131.77,0.2635,0,0
CLM_04034,winter,standard,Heatwave,79.0,2000.0,1,2,0.6883,1275,0.56,1057.32,0.5287,1,0
CLM_03655,festival,standard,Platform Outage,79.0,2000.0,1,0,0.4467,12853,0.7468,1124.69,0.5623,0,0
CLM_00707,monsoon,basic,Platform Outage,49.0,1000.0,1,0,0.5153,5837,0.533,354.96,0.355,0,0
CLM_04280,festival,basic,Heavy Rain,49.0,1000.0,1,1,0.8541,24242,0.5781,410.26,0.4103,0,0
CLM_01093,monsoon,basic,Heavy Rain,49.0,1000.0,1,1,0.7186,3534,0.6951,447.64,0.4476,0,0
CLM_04839,monsoon,basic,Heavy Rain,49.0,1000.0,0,5,0.2318,207,0.1903,852.52,0.8525,2,1
CLM_01376,summer,basic,Heatwave,49.0,1000.0,1,1,0.8648,6654,0.659,440.4,0.4404,0,0
CLM_04913,festival,standard,Heavy Rain,79.0,2000.0,0,10,0.0522,151,0.1519,1862.51,0.9313,4,1
CLM_00072,festival,basic,Heavy Rain,49.0,1000.0,1,1,0.7386,35444,0.7326,617.28,0.6173,0,0
CLM_01922,monsoon,basic,Poor AQI,49.0,1000.0,1,2,0.6518,16568,0.6832,313.92,0.3139,0,0
CLM_03173,summer,standard,Heatwave,79.0,2000.0,1,1,0.8444,1525,0.5841,1114.89,0.5574,0,0
CLM_01764,summer,standard,Poor AQI,79.0,2000.0,1,0,0.6529,480,0.9083,793.91,0.397,0,0
CLM_00743,winter,standard,Platform Outage,79.0,2000.0,1,0,0.6835,3420,0.6396,1032.65,0.5163,0,0
CLM_04318,summer,standard,Platform Outage,79.0,2000.0,1,0,0.6331,31141,0.458,483.93,0.242,0,0
CLM_01005,monsoon,basic,Heavy Rain,49.0,1000.0,1,2,0.8181,2581,0.661,250.61,0.2506,0,0
CLM_02668,summer,premium,Heatwave,99.0,3500.0,1,0,0.7891,512,0.9618,1264.1,0.3612,0,0
CLM_01190,monsoon,basic,Heavy Rain,49.0,1000.0,1,0,0.8073,37369,0.8052,236.16,0.2362,0,0
CLM_04631,monsoon,standard,Heavy Rain,79.0,2000.0,0,6,0.0539,164,0.4347,1622.66,0.8113,3,1
CLM_02601,festival,standard,Heavy Rain,79.0,2000.0,1,0,0.7326,18058,0.7508,1168.76,0.5844,2,0
CLM_01125,monsoon,basic,Heavy Rain,49.0,1000.0,1,1,0.7558,19469,0.8862,467.27,0.4673,0,0
CLM_01241,monsoon,basic,Platform Outage,49.0,1000.0,1,0,0.779,18647,0.7873,320.22,0.3202,0,0
CLM_04606,monsoon,premium,Poor AQI,99.0,3500.0,0,9,0.1936,244,0.2356,3198.4,0.9138,1,1
CLM_04130,festival,premium,Platform Outage,99.0,3500.0,1,2,0.746,1156,0.9308,737.03,0.2106,0,0
CLM_03442,festival,standard,Platform Outage,79.0,2000.0,1,0,0.7666,921,0.6475,1295.4,0.6477,0,0
CLM_00998,festival,standard,Heavy Rain,79.0,2000.0,1,0,0.8907,11933,0.9469,715.86,0.3579,0,0
CLM_03386,monsoon,nano,Heavy Rain,25.0,500.0,1,0,0.558,480,0.7003,215.1,0.4302,0,0
CLM_02684,summer,basic,Heatwave,49.0,1000.0,1,0,0.882,38071,0.9642,385.49,0.3855,0,0
CLM_01577,winter,basic,Heavy Rain,49.0,1000.0,1,1,0.7506,18138,0.4375,620.56,0.6206,0,0
CLM_04790,festival,basic,Platform Outage,49.0,1000.0,0,8,0.1757,20,0.4325,960.33,0.9603,2,1
CLM_01826,festival,basic,Platform Outage,49.0,1000.0,1,0,0.406,8639,0.7959,383.67,0.3837,0,0
CLM_03292,festival,basic,Platform Outage,49.0,1000.0,1,1,0.481,1566,0.4186,498.04,0.498,0,0
CLM_04989,winter,standard,Heavy Rain,79.0,2000.0,0,5,0.0494,203,0.2868,1509.77,0.7549,1,1
CLM_03536,festival,standard,Poor AQI,79.0,2000.0,1,0,0.6635,480,0.7607,1129.58,0.5648,0,0
CLM_00440,monsoon,nano,Heavy Rain,25.0,500.0,1,0,0.6195,909,0.6575,104.82,0.2096,0,0
CLM_04951,winter,nano,Heavy Rain,25.0,500.0,0,7,0.3711,59,0.2958,475.83,0.9517,2,1
CLM_01100,festival,basic,Poor AQI,49.0,1000.0,1,1,0.3632,16924,0.648,334.46,0.3345,0,0
CLM_04010,summer,premium,Heatwave,99.0,3500.0,1,0,0.6908,875,0.1437,671.87,0.192,0,0
CLM_03058,monsoon,basic,Platform Outage,49.0,1000.0,1,0,0.7116,2943,0.5719,562.03,0.562,0,0
CLM_00649,winter,basic,Poor AQI,49.0,1000.0,1,0,0.9082,4100,0.6234,203.95,0.2039,0,0
CLM_01546,festival,standard,Heavy Rain,79.0,2000.0,1,0,0.7558,6790,0.7995,1103.64,0.5518,0,0
CLM_04756,summer,premium,Heatwave,99.0,3500.0,1,4,0.3298,134,0.0851,3085.58,0.8816,1,1
CLM_03560,monsoon,basic,Heavy Rain,49.0,1000.0,0,0,0.59,4873,0.765,236.49,0.2365,0,0
CLM_03886,monsoon,basic,Poor AQI,49.0,1000.0,1,0,0.8455,2537,0.3629,371.8,0.3718,0,0
CLM_03741,winter,basic,Poor AQI,49.0,1000.0,1,0,0.744,6695,0.7348,677.73,0.6777,0,0
CLM_00630,summer,standard,Platform Outage,79.0,2000.0,1,3,0.7901,480,0.8497,772.73,0.3864,0,0
CLM_00672,festival,nano,Heavy Rain,25.0,500.0,1,1,0.7893,8959,0.8435,313.26,0.6265,1,0
CLM_01249,festival,standard,Platform Outage,79.0,2000.0,1,1,0.2382,29492,0.5377,685.3,0.3426,0,0
CLM_00482,monsoon,basic,Poor AQI,49.0,1000.0,1,2,0.8332,3855,0.3982,331.91,0.3319,0,0
CLM_01584,festival,nano,Heavy Rain,25.0,500.0,1,2,0.6977,644,0.8113,329.81,0.6596,0,0
CLM_03074,monsoon,basic,Poor AQI,49.0,1000.0,1,0,0.7996,480,0.5922,673.57,0.6736,0,0
CLM_04627,winter,nano,Heavy Rain,25.0,500.0,0,4,0.1264,152,0.0578,390.45,0.7809,2,1
CLM_03038,winter,standard,Heatwave,79.0,2000.0,1,3,0.8361,1278,0.8921,734.04,0.367,1,0
CLM_01462,summer,basic,Poor AQI,49.0,1000.0,1,2,0.9475,480,0.9219,646.18,0.6462,0,0
CLM_03929,festival,basic,Platform Outage,49.0,1000.0,1,2,0.6302,1717,0.8271,438.96,0.439,0,0
CLM_03621,monsoon,basic,Poor AQI,49.0,1000.0,1,0,0.7401,750,0.4863,370.58,0.3706,0,0
CLM_02578,summer,premium,Heatwave,99.0,3500.0,1,1,0.6128,4015,0.8848,854.32,0.2441,0,0
CLM_03801,monsoon,basic,Platform Outage,49.0,1000.0,1,1,0.9071,480,0.8695,457.53,0.4575,0,0
CLM_00049,winter,basic,Heatwave,49.0,1000.0,1,1,0.6808,978,0.6602,282.19,0.2822,0,0
CLM_04289,festival,standard,Platform Outage,79.0,2000.0,1,1,0.6788,15599,0.5397,429.11,0.2146,0,0
CLM_03344,monsoon,standard,Heavy Rain,79.0,2000.0,1,1,0.8303,18421,0.7053,624.09,0.312,0,0
CLM_00858,monsoon,standard,Platform Outage,79.0,2000.0,1,0,0.6909,1860,0.7411,1025.58,0.5128,0,0
CLM_01072,festival,basic,Poor AQI,49.0,1000.0,1,0,0.8297,2532,0.3812,280.51,0.2805,0,0
CLM_00719,winter,nano,Heavy Rain,25.0,500.0,1,0,0.7076,3561,0.9358,308.54,0.6171,0,0
CLM_03717,festival,standard,Poor AQI,79.0,2000.0,0,2,0.8213,18067,0.5362,986.44,0.4932,0,0
CLM_02631,summer,nano,Platform Outage,25.0,500.0,1,1,0.9447,6531,0.8375,309.82,0.6196,0,0
CLM_04873,monsoon,basic,Heavy Rain,49.0,1000.0,0,6,0.2382,20,0.0508,962.57,0.9626,2,1
CLM_01660,winter,standard,Heatwave,79.0,2000.0,1,0,0.9318,7099,0.881,569.7,0.2849,0,0
CLM_01656,monsoon,standard,Platform Outage,79.0,2000.0,1,1,0.7326,5535,0.6344,459.79,0.2299,0,0
CLM_02425,winter,basic,Poor AQI,49.0,1000.0,1,1,0.5327,480,0.2619,307.53,0.3075,0,0
CLM_03524,summer,basic,Heatwave,49.0,1000.0,1,1,0.8898,480,0.4036,342.28,0.3423,0,0
CLM_04229,festival,standard,Heavy Rain,79.0,2000.0,0,0,0.8729,3504,0.5924,1147.73,0.5739,0,0
CLM_04974,winter,standard,Poor AQI,79.0,2000.0,0,2,0.1149,311,0.377,1471.73,0.7359,1,1
CLM_03309,festival,basic,Heavy Rain,49.0,1000.0,1,1,0.4986,19308,0.7359,531.78,0.5318,0,0
CLM_04476,festival,standard,Platform Outage,79.0,2000.0,1,0,0.6033,1867,0.7758,585.49,0.2927,0,0
CLM_03305,summer,basic,Heatwave,49.0,1000.0,1,0,0.735,16964,0.6303,521.48,0.5215,0,0
CLM_04751,festival,standard,Platform Outage,79.0,2000.0,0,3,0.0128,47,0.1624,1988.92,0.9945,2,1
CLM_04126,summer,premium,Heatwave,99.0,3500.0,1,1,0.9811,19481,0.7219,1421.7,0.4062,0,0
CLM_02606,winter,basic,Platform Outage,49.0,1000.0,1,0,0.5993,12053,0.6662,534.64,0.5346,0,0
CLM_01385,winter,nano,Heavy Rain,25.0,500.0,1,2,0.6544,1627,0.6113,254.05,0.5081,0,0
CLM_03835,summer,basic,Platform Outage,49.0,1000.0,1,2,0.9253,10013,0.2596,670.07,0.6701,0,0
CLM_01399,monsoon,nano,Platform Outage,25.0,500.0,1,0,0.505,17900,0.6022,251.19,0.5024,0,0
CLM_01195,winter,standard,Heavy Rain,79.0,2000.0,1,0,0.6285,8418,0.7158,1001.93,0.501,0,0
CLM_01408,monsoon,nano,Heavy Rain,25.0,500.0,1,0,0.6536,8222,0.7723,242.97,0.4859,0,0
CLM_03824,winter,standard,Poor AQI,79.0,2000.0,1,0,0.5764,11886,0.5802,756.24,0.3781,0,0
CLM_01798,festival,nano,Heavy Rain,25.0,500.0,0,1,0.8837,10855,0.1456,279.56,0.5591,0,0
CLM_01475,summer,nano,Heavy Rain,25.0,500.0,1,2,0.7394,14676,0.8171,223.64,0.4473,0,0
CLM_04965,monsoon,standard,Poor AQI,79.0,2000.0,0,4,0.0426,20,0.1105,1474.87,0.7374,3,1
CLM_00035,festival,premium,Poor AQI,99.0,3500.0,1,1,0.7343,2963,0.6609,1232.09,0.352,1,0
CLM_03541,summer,nano,Heavy Rain,25.0,500.0,1,0,0.4729,3320,0.4967,116.4,0.2328,0,0
CLM_02345,monsoon,basic,Heavy Rain,49.0,1000.0,1,1,0.6864,19081,0.8391,523.48,0.5235,0,0
CLM_04678,winter,nano,Heavy Rain,25.0,500.0,1,4,0.1159,270,0.0289,482.4,0.9648,4,1
CLM_02359,festival,basic,Platform Outage,49.0,1000.0,1,0,0.6642,19051,0.7733,502.59,0.5026,0,0
CLM_02206,summer,nano,Platform Outage,25.0,500.0,1,0,0.8726,815,0.8809,316.11,0.6322,0,0
CLM_03767,festival,standard,Platform Outage,79.0,2000.0,1,0,0.7898,480,0.9947,1169.77,0.5849,0,0
CLM_01286,monsoon,standard,Poor AQI,79.0,2000.0,1,2,0.6908,7469,0.7381,1022.48,0.5112,1,0
CLM_00349,summer,basic,Heatwave,49.0,1000.0,1,0,0.8157,6257,0.78,318.99,0.319,1,0
CLM_02137,winter,basic,Heavy Rain,49.0,1000.0,1,0,0.7754,9534,0.9009,648.68,0.6487,0,0
CLM_02691,monsoon,premium,Heavy Rain,99.0,3500.0,1,0,0.9407,4025,0.5388,1458.64,0.4168,0,0
CLM_04560,summer,nano,Platform Outage,25.0,500.0,0,6,0.0293,20,0.3327,389.08,0.7782,4,1
CLM_03967,festival,premium,Platform Outage,99.0,3500.0,1,2,0.7804,10642,0.9237,1430.34,0.4087,1,0
CLM_01681,winter,basic,Heatwave,49.0,1000.0,1,0,0.541,5976,0.687,656.23,0.6562,0,0
CLM_04834,winter,basic,Heatwave,49.0,1000.0,0,8,0.2839,564,0.1198,761.48,0.7615,0,1
CLM_01443,festival,basic,Poor AQI,49.0,1000.0,1,0,0.7851,833,0.3652,488.52,0.4885,0,0
CLM_03243,monsoon,standard,Poor AQI,79.0,2000.0,1,2,0.5947,2206,0.7484,1197.75,0.5989,1,0
CLM_01671,festival,standard,Heavy Rain,79.0,2000.0,1,1,0.8741,10756,0.7921,389.49,0.1947,0,0
CLM_03836,summer,basic,Poor AQI,49.0,1000.0,1,1,0.7875,23960,0.8636,515.86,0.5159,0,0
CLM_01179,monsoon,basic,Heavy Rain,49.0,1000.0,1,0,0.7417,8124,0.7481,379.16,0.3792,0,0
CLM_02798,monsoon,nano,Heavy Rain,25.0,500.0,1,1,0.7997,2937,0.9715,151.93,0.3039,0,0
CLM_01692,winter,nano,Heavy Rain,25.0,500.0,1,0,0.9113,3885,0.698,281.91,0.5638,0,0
CLM_03956,festival,nano,Heavy Rain,25.0,500.0,1,0,0.826,23560,0.2621,280.28,0.5606,1,0
CLM_00372,festival,standard,Platform Outage,79.0,2000.0,1,0,0.6214,13317,0.8578,844.53,0.4223,0,0
CLM_03610,monsoon,basic,Poor AQI,49.0,1000.0,1,2,0.2018,21446,0.6441,415.9,0.4159,1,0
CLM_01916,monsoon,standard,Platform Outage,79.0,2000.0,1,1,0.9061,5917,0.7831,959.41,0.4797,0,0
CLM_01357,winter,nano,Heavy Rain,25.0,500.0,1,0,0.4009,14117,0.659,136.62,0.2732,1,0
CLM_01825,summer,premium,Poor AQI,99.0,3500.0,1,2,0.5508,480,0.7937,1750.53,0.5002,0,0
CLM_00786,festival,nano,Platform Outage,25.0,500.0,1,1,0.4836,14570,0.3467,197.25,0.3945,0,0
CLM_00469,festival,premium,Platform Outage,99.0,3500.0,1,1,0.7601,6799,0.7913,1036.56,0.2962,1,0
CLM_00140,monsoon,premium,Platform Outage,99.0,3500.0,1,0,0.6227,3587,0.8891,2063.9,0.5897,0,0
CLM_00788,summer,premium,Poor AQI,99.0,3500.0,1,0,0.9555,8291,0.822,1402.05,0.4006,0,0
CLM_00323,monsoon,standard,Platform Outage,79.0,2000.0,1,1,0.647,1682,0.73,846.16,0.4231,2,0
CLM_00050,festival,nano,Heavy Rain,25.0,500.0,1,0,0.803,11983,0.6296,209.34,0.4187,0,0
CLM_00714,festival,standard,Platform Outage,79.0,2000.0,1,1,0.697,18841,0.8706,615.16,0.3076,0,0
CLM_04889,monsoon,standard,Platform Outage,79.0,2000.0,0,5,0.03,49,0.4925,1803.92,0.902,1,1
CLM_02840,winter,nano,Platform Outage,25.0,500.0,1,0,0.7164,1174,0.4445,312.28,0.6246,0,0
CLM_02446,festival,standard,Poor AQI,79.0,2000.0,1,1,0.7508,10816,0.7893,550.42,0.2752,0,0
CLM_04813,monsoon,premium,Heavy Rain,99.0,3500.0,0,5,0.3028,231,0.2248,3388.46,0.9681,2,1
CLM_04419,winter,basic,Heatwave,49.0,1000.0,1,3,0.3531,1631,0.477,503.95,0.504,0,0
CLM_04596,festival,basic,Platform Outage,49.0,1000.0,0,3,0.2228,65,0.2401,987.03,0.987,4,1
CLM_03015,summer,nano,Platform Outage,25.0,500.0,1,2,0.6974,4586,0.8188,120.29,0.2406,0,0
CLM_02666,winter,nano,Platform Outage,25.0,500.0,1,1,0.4673,19449,0.636,195.25,0.3905,0,0
CLM_00406,summer,basic,Platform Outage,49.0,1000.0,1,0,0.7536,10733,0.5217,310.98,0.311,0,0
CLM_03724,festival,basic,Platform Outage,49.0,1000.0,1,0,0.7649,16863,0.5001,317.52,0.3175,0,0
CLM_01004,festival,basic,Heavy Rain,49.0,1000.0,1,0,0.8661,3145,0.6114,184.66,0.1847,0,0
CLM_03787,festival,standard,Heavy Rain,79.0,2000.0,1,0,0.7697,1044,0.7141,634.83,0.3174,0,0
CLM_00890,festival,standard,Heavy Rain,79.0,2000.0,1,0,0.8164,13097,0.7414,932.6,0.4663,0,0
CLM_02411,festival,nano,Platform Outage,25.0,500.0,1,0,0.6892,5534,0.9326,131.22,0.2624,0,0
CLM_02545,winter,basic,Poor AQI,49.0,1000.0,1,1,0.7951,3065,0.419,660.96,0.661,0,0
CLM_04833,festival,basic,Heavy Rain,49.0,1000.0,0,2,0.0399,245,0.494,754.36,0.7544,4,1
CLM_02390,festival,basic,Platform Outage,49.0,1000.0,1,4,0.7553,4045,0.5633,326.44,0.3264,0,0
CLM_03940,festival,basic,Platform Outage,49.0,1000.0,1,1,0.4226,5378,0.6323,552.63,0.5526,0,0
CLM_00042,monsoon,standard,Platform Outage,79.0,2000.0,1,1,0.9039,26362,0.4814,416.52,0.2083,0,0
CLM_02830,monsoon,nano,Heavy Rain,25.0,500.0,1,0,0.9435,3515,0.6551,318.89,0.6378,0,0
CLM_03965,summer,premium,Platform Outage,99.0,3500.0,1,0,0.4001,11802,0.6162,2047.28,0.5849,1,0
CLM_00303,winter,premium,Heatwave,99.0,3500.0,1,2,0.89,6214,0.7387,1989.53,0.5684,0,0
CLM_04513,summer,standard,Platform Outage,79.0,2000.0,0,8,0.0173,194,0.4149,1630.18,0.8151,3,1
CLM_03747,festival,standard,Poor AQI,79.0,2000.0,1,1,0.9168,2444,0.6424,1177.08,0.5885,0,0
CLM_00664,winter,nano,Heavy Rain,25.0,500.0,1,0,0.8334,26349,0.7827,281.01,0.562,0,0
CLM_01177,winter,standard,Poor AQI,79.0,2000.0,0,0,0.8202,11419,0.713,780.99,0.3905,0,0
CLM_02676,summer,basic,Poor AQI,49.0,1000.0,1,0,0.6873,19304,0.573,654.82,0.6548,0,0
CLM_01947,festival,standard,Platform Outage,79.0,2000.0,1,0,0.8155,8219,0.2689,1329.32,0.6647,0,0
CLM_02501,monsoon,basic,Heavy Rain,49.0,1000.0,1,0,0.3502,12292,0.9165,180.13,0.1801,1,0
CLM_01473,festival,nano,Platform Outage,25.0,500.0,1,0,0.7959,3889,0.6391,158.58,0.3172,0,0
CLM_03483,monsoon,basic,Heavy Rain,49.0,1000.0,1,0,0.6516,10043,0.6526,418.18,0.4182,1,0
CLM_03520,festival,nano,Platform Outage,25.0,500.0,0,1,0.7743,14841,0.554,321.44,0.6429,0,0
CLM_02132,festival,nano,Heavy Rain,25.0,500.0,1,2,0.8115,15587,0.4539,159.66,0.3193,0,0
CLM_01026,monsoon,nano,Heavy Rain,25.0,500.0,1,0,0.882,1754,0.743,108.22,0.2164,0,0
CLM_00961,monsoon,standard,Platform Outage,79.0,2000.0,1,2,0.9455,2775,0.6731,1187.76,0.5939,0,0
CLM_02889,monsoon,basic,Poor AQI,49.0,1000.0,1,0,0.6415,7877,0.8358,329.62,0.3296,1,0
CLM_03134,winter,basic,Poor AQI,49.0,1000.0,1,1,0.8011,480,0.8228,657.03,0.657,0,0
CLM_02009,monsoon,nano,Platform Outage,25.0,500.0,1,0,0.519,15578,0.9007,114.94,0.2299,0,0
CLM_02149,festival,nano,Platform Outage,25.0,500.0,1,1,0.6631,6625,0.2056,137.54,0.2751,0,0
CLM_03323,festival,nano,Platform Outage,25.0,500.0,1,0,0.887,11388,0.7873,145.36,0.2907,0,0
CLM_02338,summer,basic,Poor AQI,49.0,1000.0,1,0,0.4699,11397,0.8338,293.32,0.2933,1,0
CLM_03888,winter,nano,Platform Outage,25.0,500.0,1,0,0.7835,22230,0.8512,337.93,0.6759,0,0
CLM_00304,winter,basic,Platform Outage,49.0,1000.0,1,0,0.8727,4606,0.1419,563.31,0.5633,0,0
CLM_01440,monsoon,nano,Heavy Rain,25.0,500.0,1,1,0.7824,917,0.9301,311.64,0.6233,0,0
CLM_01496,monsoon,basic,Heavy Rain,49.0,1000.0,1,0,0.4272,13640,0.6762,227.55,0.2276,1,0
CLM_02652,monsoon,basic,Poor AQI,49.0,1000.0,1,0,0.9739,12740,0.8504,563.63,0.5636,0,0
CLM_02875,summer,standard,Heatwave,79.0,2000.0,1,0,0.7948,10206,0.8013,799.99,0.4,0,0
CLM_00916,festival,basic,Platform Outage,49.0,1000.0,1,0,0.8339,2917,0.8939,329.41,0.3294,0,0
